9780451526538, The Shining, Stephen King, Horror,True
9780316015802, To Kill a Mockingbird, Harper Lee, Classic,True
9780061120084, 1984, George Orwell, Dystopian,True
9780140177383, Pride and Prejudice, Jane Austen, Romance,True
9780439023488, Harry Potter and the Sorcerer's Stone, J.K. Rowling, Fantasy,False
9780008128667, The Hitchhiker's Guide to the Galaxy, Douglas Adams, Science Fiction,False
9780345391803, The Lord of the Rings, J.R.R. Tolkien, Fantasy,True
9780452284249, Animal Farm, George Orwell, Dystopian,False
9780743216186, The Catcher in the Rye, J.D. Salinger, Coming-of-age,True
9780140177680, Sense and Sensibility, Jane Austen, Romance,False
9780385504202, The Great Gatsby, F. Scott Fitzgerald, Classic,True
9780140067315, Brave New World, Aldous Huxley, Dystopian,True
9780060172239, The Alchemist, Paulo Coelho, Inspirational,True
9780425176802, The Fault in Our Stars, John Green, Young Adult,False
